source,publishedAt,raw_text,clean_text,url,locations,crime_types,crime_type,latitude,longitude
Vulture,2025-04-19T14:00:11Z,"Doctor Who Recap: Last Night Was a Movie Russell T Davies goes off road and takes the episode into meta territory with the help of a god played by Alan Cumming. Allow me to channel the TARDIS for a second and take us back in time  specifically, to the 2007 episode The Shakespeare Code. Martha Jones, the first full-time Black companion in Doctor Who history, … [+10909 chars]",doctor recap last night movie russell davies goes road takes episode meta territory help god played alan cumming allow channel tardis second take us back time specifically episode shakespeare code martha jones first fulltime black companion doctor history … chars,http://www.vulture.com/article/doctor-who-recap-series-15-episode-2.html,,,unknown,46.3144754,11.0480288
The Truth About Guns,2025-04-19T14:00:00Z,"ATF Targeting old men in rural Missouri by Lee Williams  The entire State of Missouri can rest much easier now. The ATF has made the Show-Me State a much safer place. Two rule breakers from small Missouri towns were indicted by a federal grand jury last week. Their crimes? They’re accused of sellin… by Lee Williams 
The entire State of Missouri can rest much easier now. The ATF has made the Show-Me State a much safer place. Two rule breakers from small Missouri towns were indicted by a federal … [+4509 chars]",atf targeting old men rural missouri lee williams entire state missouri rest much easier atf made showme state much safer place two rule breakers small missouri towns indicted federal grand jury last week crimes they’re accused sellin… lee williams entire state missouri rest much easier atf made showme state much safer place two rule breakers small missouri towns indicted federal … chars,https://www.thetruthaboutguns.com/atf-targeting-old-men-in-rural-missouri/,missouri,,unknown,38.7604815,-92.5617875
Billings Gazette,2025-04-19T14:00:00Z,"One year, nearly 900 investigations: Tech-based child sex abuse on rise in Montana “There’s not one social media platform, website or gaming device where there’s not child predators or people looking to exploit a child,” said Dustin Grant with the FBI. Earlier this month, a Montana man admitted to sexually exploiting and abusing at least eight girls in Bozeman and Billings.
In a scheme to produce child sex abuse material, Tyrell Forest Anderson ma… [+8460 chars]",one year nearly investigations techbased child sex abuse rise montana “there’s one social media platform website gaming device there’s child predators people looking exploit child” said dustin grant fbi earlier month montana man admitted sexually exploiting abusing least eight girls bozeman billings scheme produce child sex abuse material tyrell forest anderson ma… chars,https://billingsgazette.com/news/local/crime-courts/article_f0525e45-320b-4586-9630-b881aad19adb.html,,,sexual,46.3144754,11.0480288
Dianeravitch.net,2025-04-19T14:00:00Z,"Boston Globe: Harvard May Beat Trump by Using His Tactics James Pindell of The Boston Globe predicts that Harvard University has a better hand than Trump in their epic confrontation. Harvard, like Trump, can employ the tactics of delay, delay, appeal, delay, appeal, which Trump used to avoid accountability for provo… James Pindell of The Boston Globe predicts that Harvard University has a better hand than Trump in their epic confrontation. Harvard, like Trump, can employ the tactics of delay, delay, appeal, delay… [+4203 chars]",boston globe harvard may beat trump using tactics james pindell boston globe predicts harvard university better hand trump epic confrontation harvard like trump employ tactics delay delay appeal delay appeal trump used avoid accountability provo… james pindell boston globe predicts harvard university better hand trump epic confrontation harvard like trump employ tactics delay delay appeal delay… chars,https://dianeravitch.net/2025/04/19/boston-globe-harvard-may-beat-trump-by-using-his-tactics/,boston,,assault,42.3554334,-71.060511
The Star Online,2025-04-19T13:57:00Z,"Penang cops bust drug syndicate, arrest two suspects GEORGE TOWN: Police busted a cannabis trafficking syndicate that has been active since the beginning of this year by arresting two local men and seizing RM68,000 worth of marijuana in three raids around the Seberang Perai Tengah (SPT) district on Friday. Read… GEORGE TOWN: Police busted a cannabis trafficking syndicate that has been active since the beginning of this year by arresting two local men and seizing RM68,000 worth of marijuana in three raids aro… [+1640 chars]",penang cops bust drug syndicate arrest two suspects george town police busted cannabis trafficking syndicate active since beginning year arresting two local men seizing rm worth marijuana three raids around seberang perai tengah spt district friday read… george town police busted cannabis trafficking syndicate active since beginning year arresting two local men seizing rm worth marijuana three raids aro… chars,https://www.thestar.com.my/news/nation/2025/04/19/penang-cops-bust-drug-syndicate-arrest-two-suspects,,,drug,46.3144754,11.0480288
New York Post,2025-04-19T13:56:18Z,"FSU shooting suspect Phoenix Ikner’s stepmother taught him how to handle guns: sheriff Phoenix Ikner used at least one of his stepmother's firearms during the FSU massacre. Suspected FSU shooter Phoenix Ikner learned how to handle guns from his sheriff deputy stepmother, according to the sheriff’s office where she works.
Ikner, 20, was arrested after he allegedly shot … [+1941 chars]",fsu shooting suspect phoenix ikner’s stepmother taught handle guns sheriff phoenix ikner used least one stepmothers firearms fsu massacre suspected fsu shooter phoenix ikner learned handle guns sheriff deputy stepmother according sheriff’s office works ikner arrested allegedly shot … chars,https://nypost.com/2025/04/19/us-news/fsu-shooting-suspect-phoenix-ikners-stepmother-taught-him-how-to-handle-guns-sheriff/,,shooting,unknown,46.3144754,11.0480288
Forbes,2025-04-19T13:53:26Z,"EU Declares 7 Countries ‘Safe’ For Asylum Seekers To Be Deported To Member states have been calling for a continent-wide list of 'safe' countries for years, and now the European Commission has acquiesced. People waiting to be rescued by Italian coast guard in the Mediterranean Sea on August 6, 2017. ... More (Photo by ANGELOS TZORTZINIS / AFP) (Photo by ANGELOS TZORTZINIS/AFP via Getty Images)
AFP vi… [+3569 chars]",eu declares countries ‘safe’ asylum seekers deported member states calling continentwide list safe countries years european commission acquiesced people waiting rescued italian coast guard mediterranean sea august photo angelos tzortzinis afp photo angelos tzortzinisafp via getty images afp vi… chars,https://www.forbes.com/sites/freylindsay/2025/04/19/eu-declares-7-countries-safe-for-asylum-seekers-to-be-deported-to/,,,unknown,46.3144754,11.0480288
Ozbargain.com.au,2025-04-19T13:53:25Z,"Crime Scene Simulator Now on Xbox Game Pass With a perfect 5 star score on steam, this game will keep you entertained for hours. '..an incredible entry into the cleaning simulator genre' 'Crime Cleaner Simulator is an … With a perfect 5 star score on steam, this game will keep you entertained for hours.
'..an incredible entry into the cleaning simulator genre'
'Crime Cleaner Simulator is an excellent game for pass… [+13 chars]",crime scene simulator xbox game pass perfect star score steam game keep entertained hours incredible entry cleaning simulator genre crime cleaner simulator … perfect star score steam game keep entertained hours incredible entry cleaning simulator genre crime cleaner simulator excellent game pass… chars,https://www.ozbargain.com.au/node/902504,,,unknown,46.3144754,11.0480288
CoinDesk,2025-04-19T13:30:00Z,"Unpacking the DOJ's Crypto Enforcement Memo Legal experts say it may not significantly alter the types of cases the DOJ brings. Earlier this month, the Department of Justice disbanded its National Cryptocurrency Enforcement Team and said it would no longer pursue what Deputy Attorney General Todd Blanche described as ""regulat… [+12626 chars]",unpacking dojs crypto enforcement memo legal experts say may significantly alter types cases doj brings earlier month department justice disbanded national cryptocurrency enforcement team said would longer pursue deputy attorney general todd blanche described regulat… chars,https://www.coindesk.com/news-analysis/2025/04/19/unpacking-the-dojs-crypto-enforcement-memo,,,unknown,46.3144754,11.0480288
Freerepublic.com,2025-04-19T13:26:31Z,"Clyburn: We Have a Good Message, The Problem Is Most Media Not Like MSNBC Is On Friday’s broadcast of MSNBC’s “The Last Word,” Rep. James Clyburn (D-SC) said that Democrats have a good message, “The problem we’ve got, honestly, is that we have to depend upon the media to deliver it.” And “when you’ve got people saying we’re not going … Skip to comments.
Clyburn: We Have a Good Message, The Problem Is Most Media Not Like MSNBC IsBreitbart ^
 | 04/19/2025
 | Ian hatchett
Posted on 04/19/2025 6:26:31 AM PDT by ChicagoConservative2… [+2729 chars]",clyburn good message problem media like msnbc friday’s broadcast msnbc’s “the last word” rep james clyburn dsc said democrats good message “the problem we’ve got honestly depend upon media deliver it” “when you’ve got people saying we’re going … skip comments clyburn good message problem media like msnbc isbreitbart ian hatchett posted pdt chicagoconservative… chars,https://freerepublic.com/focus/f-news/4311966/posts,,,unknown,46.3144754,11.0480288
The-independent.com,2025-04-19T13:21:09Z,"Sopranos star Dominic Chianese’s daughter dies aged 58 Actor supported his daughter during her final days Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+2733 chars]",sopranos star dominic chianese’s daughter dies aged actor supported daughter final days support helps us tell story reproductive rights climate change big tech independent ground story developing whether investigating financia… chars,https://www.the-independent.com/life-style/sopranos-daughter-dead-dominic-chianese-b2736048.html,,,unknown,46.3144754,11.0480288
New York Post,2025-04-19T13:18:03Z,"Arsonist who tried to kill Gov. Josh Shapiro is a cautionary tale for NY’s soft-on-crime pols The psycho firebug is a product of the Keystone State's broken, perverted criminal justice system — which look a lot like New York's. The psycho firebug who tried to kill Pennsylvania Gov. Josh Shapiro last weekend is a product of the Keystone State’s broken, perverted criminal-justice and mental-health systems which look a lot lik… [+2412 chars]",arsonist tried kill gov josh shapiro cautionary tale ny’s softoncrime pols psycho firebug product keystone states broken perverted criminal justice system — look lot like new yorks psycho firebug tried kill pennsylvania gov josh shapiro last weekend product keystone state’s broken perverted criminaljustice mentalhealth systems look lot lik… chars,https://nypost.com/2025/04/19/opinion/cody-balmer-is-a-cautionary-tale-for-nys-soft-on-crime-pols/,pennsylvania,,murder,40.9699889,-77.7278831
Just Jared,2025-04-19T13:16:38Z,"Top 10 Best True Crime Documentaries to Stream on Netflix, According to Rotten Tomatoes (Including Five 100% Movies & Shows!) True crime stories have a huge fan base! Over the years, streaming services have started releasing more and more true crime documentaries and docu-series that have fans riveted by the stories and cases that are filled with tons of shocking twists and turns. F… True crime stories have a huge fan base!
Over the years, streaming services have started releasing more and more true crime documentaries and docu-series that have fans riveted by the stories and ca… [+461 chars]",top best true crime documentaries stream netflix according rotten tomatoes including five movies shows true crime stories huge fan base years streaming services started releasing true crime documentaries docuseries fans riveted stories cases filled tons shocking twists turns f… true crime stories huge fan base years streaming services started releasing true crime documentaries docuseries fans riveted stories ca… chars,https://www.justjared.com/2025/04/19/top-10-best-true-crime-documentaries-to-stream-on-netflix-according-to-rotten-tomatoes-including-five-100-movies-shows/,,,unknown,46.3144754,11.0480288
CNET,2025-04-19T13:00:00Z,"Sorry, but That Gold Bar Investment Opportunity Is Likely a Scam Gold prices are doing well. Be on the lookout for potential scammers trying to use this to get to your savings. The price of gold has increased over the last week, which could give swindlers more opportunities to trick their victims.
The gold bar scam sounds like a con no one could possibly fall for, but it d… [+6495 chars]",sorry gold bar investment opportunity likely scam gold prices well lookout potential scammers trying use get savings price gold increased last week could give swindlers opportunities trick victims gold bar scam sounds like con one could possibly fall d… chars,https://www.cnet.com/personal-finance/sorry-but-that-gold-bar-investment-opportunity-is-likely-a-scam/,,scam,fraud,46.3144754,11.0480288
Rolling Stone,2025-04-19T13:00:00Z,"Inside the Long, Strange Trip of the World’s Best LSD Owsley Stanley created a legendary strain of acid in the 1960s — now it's taking on a new life in modern-day research facilities. On Dec. 21, 1967 — the winter solstice, when the sun’s annual perambulations through the zodiac had reached their most southerly point — light was dimming on the Summer of Love.
In an unassuming pad… [+33256 chars]",inside long strange trip world’s best lsd owsley stanley created legendary strain acid — taking new life modernday research facilities dec — winter solstice sun’s annual perambulations zodiac reached southerly point — light dimming summer love unassuming pad… chars,http://www.rollingstone.com/culture/culture-features/lsd-acid-owsley-stanley-research-trials-1235319250/,,,unknown,46.3144754,11.0480288
NBC News,2025-04-19T13:00:00Z,Lori Vallow Daybell's murder trial: Key moments as 'doomsday mom' plans to rest case A “doomsday” murder trial that has gripped the nation for the past week may come to an end much more quickly than expected after Lori Vallow Daybell announced plans to rest her case without providing evidence or witnesses. A doomsday murder trial that has gripped the nation for the past week may come to an end much more quickly than expected after Lori Vallow Daybell announced plans to rest her case without providing e… [+13259 chars],lori vallow daybells murder trial key moments doomsday mom plans rest case “doomsday” murder trial gripped nation past week may come end much quickly expected lori vallow daybell announced plans rest case without providing evidence witnesses doomsday murder trial gripped nation past week may come end much quickly expected lori vallow daybell announced plans rest case without providing e… chars,https://www.nbcnews.com/news/us-news/lori-vallow-daybell-murder-trial-key-moments-rcna201727,,murder,murder,46.3144754,11.0480288
Forbes,2025-04-19T13:00:00Z,"25 Western Novels That Capture The Wild West Explore the best western books that capture the spirit of adventure, grit and frontier life in iconic tales of the American West. Larry McMurtry, the famed Texas novelist, screenwriter and bookseller, who won a Pulitzer Prize for ... More his book ""Lonesome Dove,"" at his bookstore, Booked Up No. 1.
Houston Chronicle via Getty … [+15429 chars]",western novels capture wild west explore best western books capture spirit adventure grit frontier life iconic tales american west larry mcmurtry famed texas novelist screenwriter bookseller pulitzer prize book lonesome dove bookstore booked houston chronicle via getty … chars,https://www.forbes.com/sites/entertainment/article/western-novels/,"texas, houston",,unknown,29.7589382,-95.3676974
NBC News,2025-04-19T13:00:00Z,"Florida college students on edge over campus police's cooperation with ICE After Florida International University’s police entered into an agreement to carry out immigration enforcement on campus, some students have said they are ""terrified."" MIAMI After Florida International Universitys police department entered into an agreement with the federal government to carry out immigration enforcement on campus, some students say they are terrif… [+6729 chars]",florida college students edge campus polices cooperation ice florida international university’s police entered agreement carry immigration enforcement campus students said terrified miami florida international universitys police department entered agreement federal government carry immigration enforcement campus students say terrif… chars,https://www.nbcnews.com/news/latino/ice-florida-international-university-immigration-student-visas-rcna201906,"miami, florida",,unknown,25.7741728,-80.19362
WJBF-TV,2025-04-19T12:42:07Z,"2 charged in downtown Augusta shooting; 61-year-old man injured AUGUSTA, Ga. (WJBF) — Two people are facing charges after a man was shot in the head during an attempted robbery in downtown Augusta. Authorities say it... AUGUSTA, Ga. (WJBF) Two people are facing charges after a man was shot in the head during an attempted robbery in downtown Augusta.
Authorities say it happened just after 2 a.m. Saturday near the 90… [+1111 chars]",charged downtown augusta shooting yearold man injured augusta ga wjbf — two people facing charges man shot head attempted robbery downtown augusta authorities say augusta ga wjbf two people facing charges man shot head attempted robbery downtown augusta authorities say happened saturday near … chars,https://www.wjbf.com/news/61-year-old-found-shot-downtown-augusta/,yearold,"robbery, shooting",theft,13.8631207,120.9336441
TMZ,2025-04-19T12:38:05Z,"Bill Maher Blasts Gen Z as Way Too Soft to Fulfill Trump's Manufacturing Goals Bill Maher is laughing out loud over Trump's plan to bring manufacturing back to the U.S. of A. ... because ain't no one gonna work at these shiny new plants! The 'Real Time' host went in HARD on Gen Z, saying they're hardly the hard-hatted,… Bill Maher is laughing out loud over Trump's plan to bring manufacturing back to the U.S. of A. ... because ain't no one gonna work at these shiny new plants!
The 'Real Time' host went in HARD on Ge… [+709 chars]",bill maher blasts gen z way soft fulfill trumps manufacturing goals bill maher laughing loud trumps plan bring manufacturing back us aint one gonna work shiny new plants real time host went hard gen z saying theyre hardly hardhatted… bill maher laughing loud trumps plan bring manufacturing back us aint one gonna work shiny new plants real time host went hard ge… chars,https://www.tmz.com/2025/04/19/bill-maher-says-gen-z-not-fill-trump-manufacturing-jobs/,,,unknown,46.3144754,11.0480288
Deadline,2025-04-19T12:32:54Z,"BBC “Confirms Start Of Production On Series 2 Of ‘Return To Paradise'” – report Return to Paradise is the latest spin-off from the BBC’s longrunning hit comedy drama series Death in Paradise. The finale of the first season left a cliffhanger over the fate of lead character Detective Sergeant Mackenzie Clarke who returns to her home town … Return to Paradise is the latest spin-off from the BBC’s longrunning hit comedy drama series Death in Paradise.
The finale of the first season left a cliffhanger over the fate of lead character Dete… [+1459 chars]",bbc “confirms start production series ‘return paradise” – report return paradise latest spinoff bbc’s longrunning hit comedy drama series death paradise finale first season left cliffhanger fate lead character detective sergeant mackenzie clarke returns home town … return paradise latest spinoff bbc’s longrunning hit comedy drama series death paradise finale first season left cliffhanger fate lead character dete… chars,http://deadline.com/2025/04/bbc-confirms-production-series-2-return-to-paradise-report-1236372347/,,,assault,46.3144754,11.0480288
Raw Story,2025-04-19T12:32:12Z,'Claptrap-laden diatribes': JD Vance leveled by legal scholar over his outbursts on X Vice President J.D. Vance was taken to task by the conservative National Review's Andrew McCarthy for his constant running to X to post disingenuous attacks on opponents of the Donald Trump administration's immigration policies.In a column posted Saturday mor… Vice President J.D. Vance was taken to task by the conservative National Review's Andrew McCarthy for his constant running to X to post disingenuous attacks on opponents of the Donald Trump administr… [+2225 chars],claptrapladen diatribes jd vance leveled legal scholar outbursts x vice president jd vance taken task conservative national reviews andrew mccarthy constant running x post disingenuous attacks opponents donald trump administrations immigration policiesin column posted saturday mor… vice president jd vance taken task conservative national reviews andrew mccarthy constant running x post disingenuous attacks opponents donald trump administr… chars,https://www.rawstory.com/jd-vance-immigration/,claptrapladen,,unknown,,
New York Post,2025-04-19T12:31:32Z,Why El Salvador’s ‘mega’ prisons are making the world safer This week’s White House meeting between President Trump and El Salvador’s President Nayib Bukele offered a crucial opportunity. This weeks White House meeting between President Trump and El Salvadors President Nayib Bukele offered a crucial opportunity. It should have marked an era of renewed US engagement with our allies in … [+6289 chars],el salvador’s ‘mega’ prisons making world safer week’s white house meeting president trump el salvador’s president nayib bukele offered crucial opportunity weeks white house meeting president trump el salvadors president nayib bukele offered crucial opportunity marked era renewed us engagement allies … chars,https://nypost.com/2025/04/19/opinion/why-el-salvadors-mega-prisons-have-made-the-world-safer/,"us, el salvador’s, el salvador",,unknown,13.7013054,-89.0781096
NDTV News,2025-04-19T12:30:52Z,"Court Allows Baba Siddique's Wife To Intervene In Murder Case Proceedings A special court on Saturday allowed Shehzeen Siddique, the wife of former Maharashtra minister Baba Siddique, who was shot dead in October last year, to intervene in the proceedings of his murder case. Mumbai: A special court on Saturday allowed Shehzeen Siddique, the wife of former Maharashtra minister Baba Siddique, who was shot dead in October last year, to intervene in the proceedings of his mu… [+1818 chars]",court allows baba siddiques wife intervene murder case proceedings special court saturday allowed shehzeen siddique wife former maharashtra minister baba siddique shot dead october last year intervene proceedings murder case mumbai special court saturday allowed shehzeen siddique wife former maharashtra minister baba siddique shot dead october last year intervene proceedings mu… chars,https://www.ndtv.com/india-news/court-allows-baba-siddiques-wife-to-intervene-in-murder-case-proceedings-8203885,,murder,murder,46.3144754,11.0480288
New York Post,2025-04-19T12:15:00Z,"NYC woman who left swastika brick on Cybertruck is a woke therapist who blamed Elon Musk for tantrum The Brooklyn woman accused of leaving a brick scrawled with a swastika and the word ""Nazi"" on a parked Tesla is a super-woke family therapist who was involved in criminal justice diversion programs. The Brooklyn woman accused of leaving a brick scrawled with a swastika and the word “Nazi” on a parked Tesla is a super-woke family therapist who was involved in criminal justice diversion programs —… [+3111 chars]",nyc woman left swastika brick cybertruck woke therapist blamed elon musk tantrum brooklyn woman accused leaving brick scrawled swastika word nazi parked tesla superwoke family therapist involved criminal justice diversion programs brooklyn woman accused leaving brick scrawled swastika word “nazi” parked tesla superwoke family therapist involved criminal justice diversion programs —… chars,https://nypost.com/2025/04/19/us-news/nyc-woman-charged-in-cybertruck-hate-crime-is-woke-therapist/,brooklyn,,unknown,40.6526006,-73.9497211
Yahoo Entertainment,2025-04-19T12:15:00Z,"US Secret Service seizes website tied to ‘pig butchering’ scam that defrauded Americans of more than $4.5M Fraudsters are getting smarter — stay a step ahead. The U.S. Secret Service in New York has seized a second web domain tied to a growing type of cryptocurrency scam known as pig butchering, in which scammers build trust with their victims before finan… [+3620 chars]",us secret service seizes website tied ‘pig butchering’ scam defrauded americans fraudsters getting smarter — stay step ahead us secret service new york seized second web domain tied growing type cryptocurrency scam known pig butchering scammers build trust victims finan… chars,https://www.yahoo.com/news/us-secret-seizes-website-tied-121500787.html,new york,scam,fraud,40.7127281,-74.0060152
